Model,EOSL Date,Source URL,Vendor
1-Port Fast Ethernet 1-Port Channelized T1 ISDN-PRI NM,2009-12-24,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
1-Port Fast Ethernet 1-Port Channelized T1 ISDN-PRI with CSU NM,2009-12-25,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Catalyst 6509-NEB Switch,2009-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco Catalyst 2940-8TF Switch,2010-01-05,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
BPX 8600 Modules,2010-01-14,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
IGX 8400 Modules,2010-01-14,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
MGX 8850 Modules,2010-01-14,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
MGX 8230 Modules,2010-01-14,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
MGX 8250 Modules,2010-01-14,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
MGX 8220 Modules,2010-01-14,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
ONS 15454 OC-192 LR Optics Card,2010-01-27,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Catalyst 6500 Series Supervisor Engine 1A MSFC2,2010-03-25,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Catalyst 6500 Series Supervisor Engine 1A MSFC1,2010-03-25,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
12000 Series 8-Port OC-3c STM-1c ATM Line Card,2010-04-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
MDS 9000 Advanced Services Module,2010-05-15,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
MC16E Universal Broadband Router Line Card,2010-07-05,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
MC16S Universal Broadband Router Line Card,2010-07-05,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
MC14C Universal Broadband Router Line Card,2010-07-05,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Catalyst 4000 Supervisor Engine I,2010-07-27,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
15454 OC-48 IR 1310nm HS Slot Optics Card,2010-08-02,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
ONS 15454 SONET OC-48 LR 1550nm HS Slot Optics Card,2010-08-02,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
2600 Series Alarm Interface Controller Network Module,2010-09-04,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
7600 Supervisor Engine 2 with Multilayer Switch Feature Card,2010-09-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
3600 Series Alarm Interface Controller Network Module,2010-10-04,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
RPS1000 380W Redundant Power Supply Unit,2010-10-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
ONS 15454 SONET 12-Port DS-3 Card,2010-11-15,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
36-Port DSP Farm Bundle Network Module,2011-01-25,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
MGX BPX IGX Back Cards,2011-02-28,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
ONS 15454 10 Gbps Multi-rate Transponder,2011-02-07,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
ONS 15454 4x 2.5 Gbps Muxponder,2011-02-07,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
2600 Series Content Engine Modules,2011-04-15,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
3600 Series Content Engine Modules,2011-04-15,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
3700 Series Content Engine Modules,2011-04-15,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Catalyst Inline Power Patch Panel,2011-04-26,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
VPN Acceleration Module,2011-04-28,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
VPN Acceleration Module 2,2011-04-28,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco LightStream 1010 ATM Switches,2011-04-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Catalyst 8540 MSR Switch,2011-04-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Catalyst 8510 MSR Switch,2011-04-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Catalyst 4000 Supervisor Engine II,2011-05-04,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
MDS 9000 32-Port Fibre Channel Advanced Services Module,2011-05-15,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
7600 Catalyst 6500 IPSec VPN Services Module,2011-05-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco SFS 7000 InfiniBand Server Switch,2011-06-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
7200 Series High-Performance Channel Port Adapter,2011-06-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
MDS 9000 4-Port IP Storage Services Module,2011-06-14,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
ONS 15454 SONET 6-Port DS-3 Transmultiplexer Card,2011-07-15,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco MGX 8250 Edge Concentrator,2011-08-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco MGX 8230 Edge Concentrator,2011-08-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
uBR10012 Performance Routing Engine 1,2011-08-16,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
10000 Performance Routing Engine 1,2011-08-17,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco SFS 7008 InfiniBand Server Switch,2011-09-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
MDS 9000 Caching Services Module,2011-09-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
90-Port DSP Farm Bundle Network Module,2011-09-25,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
54-Port DSP Farm Bundle Network Module,2011-09-25,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco Catalyst 2950 24 LRE Switch,2011-10-03,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco Catalyst 2950 LRE 997 Switch,2011-10-03,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
ONS 15454 SONET Fan Tray Assembly – Version 2,2011-11-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Catalyst 6509 Switch,2011-11-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Catalyst 6506 Switch,2011-11-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Catalyst 6503 Switch,2011-11-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
"ONS 15454 Timing, Communications, & Control – v 2 (TCC2) Card",2011-11-15,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Catalyst 6500 Series Supervisor Engine 2 MSFC2,2012-03-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
36-Port 10 100 EtherSwitch High Density Service Module,2012-03-27,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Catalyst 6500 Series Wireless LAN Services Module,2012-04-06,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
MDS 9000 32-Port Fibre Channel Switching Module,2012-09-16,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
MDS 9120 20-Port Multilayer Fabric Switch,2012-09-25,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
MDS 9000 16-Port Fibre Channel Switching Module,2012-09-25,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco Catalyst 3750G-16TD Switch,2012-10-13,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco Catalyst 3750G-12S Switch,2012-10-13,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Branch Routers Series Network Analysis Module,2012-10-15,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco SFS 3001 Multifabric Server Switch,2013-01-08,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Catalyst Blade Switch 3030,2013-06-10,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
PIX 525 Security Appliance,2013-07-29,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
PIX 515E Security Appliance,2013-07-29,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
PIX 506E Security Appliance,2013-07-29,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
PIX 501 Security Appliance,2013-07-29,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco SFS 3012 Multifabric Server Switch,2013-09-19,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco SFS 7024P InfiniBand Server Switch,2013-09-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco SFS 7012P InfiniBand Server Switch,2013-09-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco SFS 7000P InfiniBand Server Switch,2013-09-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
MDS 9000 14 2-Port Multiprotocol Services Module,2013-10-08,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
MDS 9216i Multilayer Fabric Switch,2013-10-10,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
MDS 9140 40-Port Multilayer Fabric Switch,2013-10-10,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco SFS 3504 Multifabric Server Switch,2013-10-23,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco SFS 7008P InfiniBand Server Switch,2013-11-25,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
SRW224 Managed Switch,2013-12-02,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Persistent Storage Device Module,2014-05-03,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco SRW224P 24-port 10 100 + 2-port Gigabit Switch,2014-05-15,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco SRW208L 8-port 10 100 Ethernet Switch,2014-05-15,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
MDS 9000 8-Port IP Storage Services Module,2014-07-07,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco SFS 7024D InfiniBand Server Switch,2014-07-09,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco SFS 7012D InfiniBand Server Switch,2014-07-09,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco SFS 7000D InfiniBand Server Switch,2014-07-09,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
MCS 7816-H3,2014-07-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
MCS 7816-H3 Unified Communications Manager Appliance,2014-07-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
MCS 7816-I3,2014-07-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
MCS 7816-I3 Unified Communications Manager Appliance,2014-07-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
MDS 9216 9216A Multilayer Fabric Switch,2014-08-23,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
MDS 9216A Multilayer Fabric Switch,2014-08-23,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
815 Integrated Services Router,2014-09-02,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Catalyst 6500 Series SSL Services Module,2014-10-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco Catalyst Express 520-24LC Switch,2014-12-17,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco Catalyst Express 520-24PC Switch,2014-12-17,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco Catalyst Express 520-24TT Switch,2014-12-17,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco Catalyst Express 500-24PC Switch,2014-12-17,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco Catalyst Express 500-24TT Switch,2014-12-17,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco Catalyst Express 520-8PC Switch,2014-12-18,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco Catalyst Express 520G-24TC Switch,2014-12-18,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco Catalyst Express 500-24LC Switch,2014-12-18,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco Catalyst Express 500G-12TC Switch,2014-12-18,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Network Capacity Expansion,2014-12-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
MCS 7828-H3 Unified Communications Manager Appliance,2015-01-03,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
MCS 7828-I3 Unified Communications Manager Appliance,2015-01-03,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco MCS 7828-H3 Unified Communications Manager Appliance,2015-01-03,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco MCS 7828-I3 Unified Communications Manager Appliance,2015-01-03,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco Catalyst 2940-8TT Switch,2015-01-04,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
MDS 9000 48-port 4-Gbps Fibre Channel Switching module,2015-02-12,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
MDS 9000 24-port 4-Gbps Fibre Channel Switching Module,2015-02-12,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
MDS 9000 12-port 4-Gbps Fibre Channel Switching Module,2015-02-12,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco Unified Presence Version 7.0,2015-03-03,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco SLM248G4PS 48-port 10 100 + 4-port Gigabit Smart Switch – PoE,2015-04-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
MDS 9000 32-Port Storage Services Module,2015-04-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco SLM248G4S 48-port 10 100 + 4-port Gigabit Smart Switch – RCT,2015-05-08,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco SLM2005 5-port Gigabit Smart Switch – PD AC power,2015-05-15,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco Unified Presence Version 8.0,2015-05-16,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco Unified Presence Version 8.5,2015-06-24,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco SLM224G4PS 24-port 10 100 + 4-port Gigabit Smart Switch – PoE,2015-07-14,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco SLM224G4S 24-port 10 100 + 4-port Gigabit Smart Switch – RCT,2015-07-14,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
851 Integrated Services Router,2015-07-16,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco SR2016 16-port 10 100 1000 Gigabit Switch,2015-07-29,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco SR2024 24-port 10 100 1000 Gigabit Switch,2015-07-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Catalyst 3750-48PS Switch,2015-07-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Catalyst 3750-48TS Switch,2015-07-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco Catalyst 3560-48PS Switch,2015-07-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco Catalyst 3560-48TS Switch,2015-07-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco Catalyst 3560-24PS Switch,2015-07-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco Catalyst 3750-24PS Switch,2015-07-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco Catalyst 3560-24TS Switch,2015-07-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco Catalyst 3750-24TS Switch,2015-07-31,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco SR224R 24-port 10 100 Switch – 19-inch chassis,2015-08-06,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco SD2008 8-port 10 100 1000 Gigabit Switch,2015-08-10,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco SD208 8-port 10 100 Switch,2015-08-12,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco SD205 5-port 10 100 Switch,2015-08-12,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco SR2024C Compact 24-port 10 100 1000 Gigabit Switch,2015-08-12,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco SR216 16-port 10 100 Rack Mountable Switch,2015-08-12,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco SD216 16-port 10 100 Desktop Switch,2015-08-19,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
RCisco S224G 24-port 10 100 2-port Gigabit Switch + 2 miniGBIC,2015-08-20,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Content Switching Module,2015-08-27,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Content Switching Module with SSL,2015-08-30,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco SR224 24-port 10 100 Switch – 13-inch chassis,2015-10-09,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco Business Edition 5000 Version 8.6,2015-11-02,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco Business Edition 5000 Version 8.5,2015-11-02,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
871 Integrated Services Router,2015-12-16,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
UCS B200 M1,2016-01-22,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco SRW2048 48-port Gigabit Switch – WebView,2016-02-29,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco SRW2024 24-port Gigabit Switch,2016-02-29,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco SRW2024P 24-port Gigabit Switch,2016-02-29,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco SRW2016 16-port Gigabit Switch,2016-02-29,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco SRW2008 8-port Gigabit Switch,2016-02-29,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
Cisco SRW2008MP 8-port Gigabit Switch,2016-02-29,https://relutech.com/eol-eosl/cisco/?orderby=date-asc,Cisco
